data_owner_slug,data_owner_agency,data_owner_city,data_owner_state,agency_with_access_slug,agency_with_access,agency_with_access_city,agency_with_access_state,relationship,owner_portal_url,source,source_generated_at
morton-il-pd,Morton IL PD,Morton,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/morton-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
morton-il-pd,Morton IL PD,Morton,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/morton-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
morton-il-pd,Morton IL PD,Morton,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/morton-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
morton-il-pd,Morton IL PD,Morton,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/morton-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
naperville-il-pd,Naperville IL PD,Naperville,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/naperville-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
naperville-il-pd,Naperville IL PD,Naperville,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/naperville-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
naperville-il-pd,Naperville IL PD,Naperville,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/naperville-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
naperville-il-pd,Naperville IL PD,Naperville,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/naperville-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
naperville-il-pd,Naperville IL PD,Naperville,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/naperville-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
naperville-il-pd,Naperville IL PD,Naperville,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/naperville-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
new-berlin-wi-pd,New Berlin WI PD,New Berlin,WI,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/new-berlin-wi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
new-berlin-wi-pd,New Berlin WI PD,New Berlin,WI,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/new-berlin-wi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
new-lenox-il-pd,New Lenox IL PD,New Lenox,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/new-lenox-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
new-lenox-il-pd,New Lenox IL PD,New Lenox,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/new-lenox-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
new-lenox-il-pd,New Lenox IL PD,New Lenox,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/new-lenox-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
new-lenox-il-pd,New Lenox IL PD,New Lenox,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/new-lenox-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
new-lenox-il-pd,New Lenox IL PD,New Lenox,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/new-lenox-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
new-lenox-il-pd,New Lenox IL PD,New Lenox,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/new-lenox-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
newark-oh-pd,Newark OH PD,Newark,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/newark-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
newark-oh-pd,Newark OH PD,Newark,OH,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/newark-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
newark-oh-pd,Newark OH PD,Newark,OH,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/newark-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
newark-oh-pd,Newark OH PD,Newark,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/newark-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
niles-il-pd,Niles IL PD,Niles,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/niles-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
niles-il-pd,Niles IL PD,Niles,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/niles-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
niles-il-pd,Niles IL PD,Niles,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/niles-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
niles-il-pd,Niles IL PD,Niles,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/niles-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
niles-il-pd,Niles IL PD,Niles,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/niles-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
niles-il-pd,Niles IL PD,Niles,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/niles-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
niles-oh-pd,Niles OH PD,Niles,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/niles-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
niles-oh-pd,Niles OH PD,Niles,OH,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/niles-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
niles-oh-pd,Niles OH PD,Niles,OH,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/niles-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
niles-oh-pd,Niles OH PD,Niles,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/niles-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
nixa-mo-pd,Nixa MO PD,Nixa,MO,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/nixa-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
nixa-mo-pd,Nixa MO PD,Nixa,MO,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/nixa-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
nixa-mo-pd,Nixa MO PD,Nixa,MO,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/nixa-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
nixa-mo-pd,Nixa MO PD,Nixa,MO,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/nixa-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
oak-lawn-il-pd,Oak Lawn IL PD,Oak Lawn,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/oak-lawn-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
oak-lawn-il-pd,Oak Lawn IL PD,Oak Lawn,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/oak-lawn-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
oak-lawn-il-pd,Oak Lawn IL PD,Oak Lawn,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/oak-lawn-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
oak-lawn-il-pd,Oak Lawn IL PD,Oak Lawn,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/oak-lawn-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
oak-lawn-il-pd,Oak Lawn IL PD,Oak Lawn,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/oak-lawn-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
oak-lawn-il-pd,Oak Lawn IL PD,Oak Lawn,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/oak-lawn-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
orange-county-fl-so,Orange County FL SO,Orange County,FL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/orange-county-fl-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
orange-county-fl-so,Orange County FL SO,Orange County,FL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/orange-county-fl-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
orange-county-fl-so,Orange County FL SO,Orange County,FL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/orange-county-fl-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
orange-county-fl-so,Orange County FL SO,Orange County,FL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/orange-county-fl-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
oregon-oh-pd,Oregon OH PD,Oregon,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/oregon-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
ottawa-county-oh-so,Ottawa County OH SO,Ottawa County,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/ottawa-county-oh-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
ottawa-county-oh-so,Ottawa County OH SO,Ottawa County,OH,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/ottawa-county-oh-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
ottawa-county-oh-so,Ottawa County OH SO,Ottawa County,OH,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/ottawa-county-oh-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
ottawa-county-oh-so,Ottawa County OH SO,Ottawa County,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/ottawa-county-oh-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
ottawa-il-pd,Ottawa IL PD,Ottawa,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/ottawa-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
ottawa-il-pd,Ottawa IL PD,Ottawa,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/ottawa-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
ottawa-il-pd,Ottawa IL PD,Ottawa,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/ottawa-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
ottawa-il-pd,Ottawa IL PD,Ottawa,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/ottawa-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
ottawa-il-pd,Ottawa IL PD,Ottawa,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/ottawa-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
ottawa-il-pd,Ottawa IL PD,Ottawa,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/ottawa-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
palmyra-mo-pd,Palmyra MO PD,Palmyra,MO,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/palmyra-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
park-ridge-il-pd,Park Ridge IL PD,Park Ridge,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/park-ridge-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
park-ridge-il-pd,Park Ridge IL PD,Park Ridge,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/park-ridge-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
park-ridge-il-pd,Park Ridge IL PD,Park Ridge,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/park-ridge-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
park-ridge-il-pd,Park Ridge IL PD,Park Ridge,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/park-ridge-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
park-ridge-il-pd,Park Ridge IL PD,Park Ridge,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/park-ridge-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
parma-oh-pd,Parma OH PD,Parma,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/parma-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
parma-oh-pd,Parma OH PD,Parma,OH,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/parma-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
parma-oh-pd,Parma OH PD,Parma,OH,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/parma-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
parma-oh-pd,Parma OH PD,Parma,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/parma-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
parsons-ks-pd,Parsons KS PD,Parsons,KS,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/parsons-ks-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pekin-il-pd,Pekin IL PD,Pekin,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pekin-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pekin-il-pd,Pekin IL PD,Pekin,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pekin-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pekin-il-pd,Pekin IL PD,Pekin,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pekin-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pekin-il-pd,Pekin IL PD,Pekin,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pekin-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pekin-il-pd,Pekin IL PD,Pekin,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pekin-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pierce-township-oh-pd,Pierce Township OH PD,Pierce Township,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pierce-township-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
piperton-tn-pd,Piperton TN PD,Piperton,TN,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/piperton-tn-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
piperton-tn-pd,Piperton TN PD,Piperton,TN,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/piperton-tn-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pittsboro-in-pd,Pittsboro IN PD,Pittsboro,IN,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pittsboro-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pittsboro-in-pd,Pittsboro IN PD,Pittsboro,IN,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pittsboro-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pittsboro-in-pd,Pittsboro IN PD,Pittsboro,IN,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pittsboro-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pittsboro-in-pd,Pittsboro IN PD,Pittsboro,IN,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pittsboro-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pittsboro-in-pd,Pittsboro IN PD,Pittsboro,IN,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pittsboro-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pittsboro-in-pd,Pittsboro IN PD,Pittsboro,IN,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pittsboro-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
plainfield-in-pd,Plainfield IN PD,Plainfield,IN,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/plainfield-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
plainfield-in-pd,Plainfield IN PD,Plainfield,IN,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/plainfield-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
plainfield-in-pd,Plainfield IN PD,Plainfield,IN,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/plainfield-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
plainfield-in-pd,Plainfield IN PD,Plainfield,IN,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/plainfield-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
plainfield-in-pd,Plainfield IN PD,Plainfield,IN,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/plainfield-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pontiac-il-pd,Pontiac IL PD,Pontiac,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pontiac-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pontiac-il-pd,Pontiac IL PD,Pontiac,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pontiac-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pontiac-il-pd,Pontiac IL PD,Pontiac,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pontiac-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pontiac-il-pd,Pontiac IL PD,Pontiac,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pontiac-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pontiac-il-pd,Pontiac IL PD,Pontiac,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/pontiac-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
port-clinton-oh-pd,Port Clinton OH PD,Port Clinton,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/port-clinton-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
port-clinton-oh-pd,Port Clinton OH PD,Port Clinton,OH,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/port-clinton-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
port-clinton-oh-pd,Port Clinton OH PD,Port Clinton,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/port-clinton-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
portage-mi-pd,Portage MI PD,Portage,MI,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/portage-mi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
portage-mi-pd,Portage MI PD,Portage,MI,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/portage-mi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
portage-mi-pd,Portage MI PD,Portage,MI,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/portage-mi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
portage-mi-pd,Portage MI PD,Portage,MI,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/portage-mi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
portage-mi-pd,Portage MI PD,Portage,MI,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/portage-mi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
portage-mi-pd,Portage MI PD,Portage,MI,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/portage-mi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
powell-oh-pd,Powell OH PD,Powell,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/powell-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
powell-oh-pd,Powell OH PD,Powell,OH,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/powell-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
powell-oh-pd,Powell OH PD,Powell,OH,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/powell-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
powell-oh-pd,Powell OH PD,Powell,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/powell-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
prospect-heights-il-pd,Prospect Heights IL PD,Prospect Heights,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/prospect-heights-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
